LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	admin
Description	Clolumns are: time, Current, Voltage, Power, Battery Temp, and Chamber Temp
Date	2024/07/11
Time	12:36:47.8860096931457519531
***End_of_Header***	
	
Channels	6						
Samples	1	1	1	1	1	1	
Date	2024/07/20	2024/07/20	2024/07/20	2024/07/20	2024/07/20	2024/07/20	
Time	14:56:14.1801199913024902344	14:56:14.1851177215576171875	14:56:14.1926240921020507812	14:56:14.1641182899475097656	14:56:14.1641182899475097656	14:56:14.1641182899475097656	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
0.000000	0.029125	4.116700	0.119890	20.829016	0.000232	20.813843
0.999574	-3.010700	3.989500	-12.010000	20.828369	0.000232	20.836903
1.999037	-2.996800	3.982800	-11.935000	20.829840	0.000231	20.833159
3.000554	-2.986200	3.978000	-11.878000	20.841071	0.000229	20.825424
4.002542	-2.966700	3.974300	-11.789000	20.832461	0.000227	20.845737
5.004210	-3.013600	3.970100	-11.963000	20.838800	0.000227	20.835481
6.001921	-2.995400	3.966800	-11.881000	20.838376	0.000227	20.822255
7.001270	-2.984900	3.964800	-11.834000	20.837378	0.000227	20.859188
7.999895	-2.995800	3.959800	-11.862000	20.839350	0.000224	20.818014
9.004103	-2.974800	3.960100	-11.779000	20.850729	0.000225	20.836031
10.003728	-2.981000	3.957300	-11.796000	20.841596	0.000223	20.822156
11.000848	-2.992400	3.955900	-11.836000	20.863556	0.000223	20.836530
12.006462	-3.013800	3.953600	-11.914000	20.850631	0.000224	20.831666
13.003736	-3.002100	3.951800	-11.862000	20.847836	0.000222	20.841672
14.004095	-2.989900	3.951000	-11.812000	20.846738	0.000223	20.815445
15.003823	-3.025200	3.947600	-11.942000	20.870394	0.000220	20.841472
16.005066	-2.989100	3.947400	-11.798000	20.863882	0.000222	20.819788
17.006026	-2.985000	3.945900	-11.777000	20.861261	0.000220	20.813374
18.005140	-3.012700	3.943700	-11.880000	20.888212	0.000220	20.822308
19.005764	-3.001300	3.942900	-11.832000	20.879004	0.000218	20.810729
20.005898	-3.013300	3.942100	-11.877000	20.870121	0.000218	20.802319
21.009271	-3.011900	3.940600	-11.867000	20.880226	0.000218	20.801994
22.006437	-3.017200	3.939700	-11.886000	20.859839	0.000217	20.802468
23.010148	-2.992300	3.939400	-11.786000	20.863334	0.000216	20.829671
24.011160	-2.990900	3.938600	-11.778000	20.896047	0.000216	20.806911
25.009511	-2.965200	3.938100	-11.677000	20.888711	0.000214	20.814273
26.011741	-2.976200	3.935900	-11.713000	20.891631	0.000215	20.805813
27.010638	-2.962700	3.936600	-11.662000	20.909422	0.000212	20.804166
28.011137	-3.018800	3.933600	-11.873000	20.915187	0.000214	20.811827
29.010403	-3.004100	3.932600	-11.813000	20.906503	0.000213	20.814048
30.011016	-2.999900	3.932400	-11.796000	20.921275	0.000210	20.815545
31.013052	-3.020100	3.931000	-11.870000	20.914888	0.000212	20.825278
32.014760	-3.005300	3.930400	-11.811000	20.927363	0.000212	20.803142
33.010788	-3.002500	3.929800	-11.798000	20.932130	0.000209	20.823557
34.012826	-2.986500	3.929800	-11.735000	20.933478	0.000210	20.819689
35.013245	-2.984500	3.929300	-11.725000	20.933502	0.000210	20.807385
36.014251	-3.008200	3.927600	-11.814000	20.926065	0.000209	20.832189
37.017327	-3.014500	3.925900	-11.833000	20.947749	0.000207	20.807410
38.016288	-3.027200	3.924800	-11.880000	20.972227	0.000210	20.792536
