LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	admin
Description	Clolumns are: time, Current, Voltage, Power, Battery Temp, and Chamber Temp
Date	2024/07/11
Time	12:36:47.8860096931457519531
***End_of_Header***	
	
Channels	6						
Samples	1	1	1	1	1	1	
Date	2024/07/13	2024/07/13	2024/07/13	2024/07/13	2024/07/13	2024/07/13	
Time	13:54:36.7536249160766601563	13:54:36.7606096267700195313	13:54:36.7676863670349121094	13:54:36.7349424362182617188	13:54:36.7349424362182617188	13:54:36.7349424362182617188	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
0.000000	0.029039	4.121500	0.119730	20.745956	0.000217	20.722247
0.998897	-3.000700	3.996300	-11.991000	20.751797	0.000218	20.734727
1.997989	-3.009900	3.991600	-12.013000	20.742243	0.000218	20.732286
2.998985	-3.011600	3.984600	-11.998000	20.736472	0.000215	20.726989
3.997571	-3.007000	3.982000	-11.973000	20.759460	0.000214	20.740493
4.997838	-3.003000	3.978500	-11.946000	20.759061	0.000214	20.732982
5.998784	-2.982200	3.976300	-11.857000	20.751278	0.000215	20.743217
6.996727	-3.007000	3.972200	-11.943000	20.739151	0.000213	20.744367
7.998588	-3.020300	3.970100	-11.990000	20.772565	0.000211	20.748857
9.000324	-2.993500	3.969300	-11.881000	20.762265	0.000212	20.742824
9.998971	-3.002500	3.965500	-11.905000	20.757422	0.000210	20.728972
10.998271	-2.995100	3.963900	-11.872000	20.770704	0.000209	20.736090
12.003326	-3.011400	3.960400	-11.925000	20.747445	0.000209	20.744600
13.000318	-3.003200	3.959700	-11.891000	20.765766	0.000209	20.757705
13.998394	-2.993600	3.959300	-11.850000	20.776949	0.000209	20.730955
15.004090	-2.992800	3.955900	-11.838000	20.777499	0.000208	20.749049
16.000762	-3.016800	3.954100	-11.928000	20.773529	0.000207	20.735595
17.002353	-3.004200	3.953100	-11.875000	20.782241	0.000207	20.753317
18.002234	-3.005500	3.953300	-11.880000	20.793620	0.000209	20.728659
19.003033	-3.005700	3.951100	-11.875000	20.814781	0.000206	20.750295
